"","locality","province","country","full_loc","longitude","latitude","lat_loc_arcgis","long_loc_arcgis","lat_full_loc_arcgis","long_full_loc_arcgis","lat_loc_google","long_loc_google","lat_full_loc_google","long_full_loc_google"
"369","Estación Biológica Corrientes, San Cayetano, Corrientes, Argentina","","","Estación Biológica Corrientes, San Cayetano, Corrientes, Argentina",-58.68441,-27.55095,-27.5681499999999,-58.6924999999999,-27.5681499999999,-58.6924999999999,-27.5529747,-58.6798477,-27.5529747,-58.6798477
"370","Parque Nacional Chaco, Capitán Solari, Chaco, Argentina, 67 msnm.","","","Parque Nacional Chaco, Capitán Solari, Chaco, Argentina, 67 msnm.",-59.60878,-26.807967,-26.8025299999999,-59.55833,-26.8025299999999,-59.55833,-26.7932203,-59.6183926,-26.7932203,-59.6183926
"371","Parque Nacional Chaco, Capitán Solari, Chaco, Argentina, 67 msnm.","","","Parque Nacional Chaco, Capitán Solari, Chaco, Argentina, 67 msnm.",-59.60878,-26.807967,-26.8025299999999,-59.55833,-26.8025299999999,-59.55833,-26.7932203,-59.6183926,-26.7932203,-59.6183926
"372","Parque Nacional Chaco, Capitán Solari, Chaco, Argentina, 67 msnm.","","","Parque Nacional Chaco, Capitán Solari, Chaco, Argentina, 67 msnm.",-59.60878,-26.807967,-26.8025299999999,-59.55833,-26.8025299999999,-59.55833,-26.7932203,-59.6183926,-26.7932203,-59.6183926
"373","Parque Nacional Mburucuyá, Mburucuyá, Corrientes, Argentina","","","Parque Nacional Mburucuyá, Mburucuyá, Corrientes, Argentina",-58.026493,-28.01804,-28.01402,-58.0285,-28.01402,-58.0285,-28.047398,-58.229486,-28.047398,-58.229486
"374","Parque Nacional El Palmar, Colón, Entre Ríos, Argentina, 23 msnm","","","Parque Nacional El Palmar, Colón, Entre Ríos, Argentina, 23 msnm",-58.244332,-31.89155,-31.85417,-58.32062,-31.85417,-58.32062,-31.86378,-58.25909,-31.86378,-58.25909
"375","Morro do Inglês, Serra da Ouricana, municipality of Boa Nova, BA, Brazil (paratype of S. gonzagai)","","","Morro do Inglês, Serra da Ouricana, municipality of Boa Nova, BA, Brazil (paratype of S. gonzagai)",-40.1528,-14.388056,-12.490517859,-41.730419083,-12.490517859,-41.730419083,-14.3651348,-40.207606,-14.3651348,-40.207606
"376","base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)","","","base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)",-39.3403,-15.167222,-15.2616599999999,-39.41264,-15.2616599999999,-39.41264,-15.1646399,-39.3457316,-15.1646399,-39.3457316
"377","base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)","","","base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)",-39.3403,-15.167222,-15.2616599999999,-39.41264,-15.2616599999999,-39.41264,-15.1646399,-39.3457316,-15.1646399,-39.3457316
"378","base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)","","","base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)",-39.3403,-15.167222,-15.2616599999999,-39.41264,-15.2616599999999,-39.41264,-15.1646399,-39.3457316,-15.1646399,-39.3457316
"379","base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)","","","base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)",-39.3403,-15.167222,-15.2616599999999,-39.41264,-15.2616599999999,-39.41264,-15.1646399,-39.3457316,-15.1646399,-39.3457316
"380","base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)","","","base of Morro Peito de Moça , Serra das Lontras, municipality of Arataca, BA, Brazil (paratype of S. gonzagai)",-39.3403,-15.167222,-15.2616599999999,-39.41264,-15.2616599999999,-39.41264,-15.1646399,-39.3457316,-15.1646399,-39.3457316
"381","Serra do Pote, municipality of Iguaí, BA, Brazil (paratype of S. gonzagai)","","","Serra do Pote, municipality of Iguaí, BA, Brazil (paratype of S. gonzagai)",-40.1192,-14.650278,-14.75693,-40.08982,-14.75693,-40.08982,-14.7564225,-40.08968,-14.7564225,-40.08968
"382","Iguaí, BA, Brazil","","","Iguaí, BA, Brazil",-40.1933,-14.630278,-14.75693,-40.08982,-14.75693,-40.08982,-14.7564225,-40.08968,-14.7564225,-40.08968
"383","Iguaí, BA, Brazil","","","Iguaí, BA, Brazil",-40.1933,-14.630278,-14.75693,-40.08982,-14.75693,-40.08982,-14.7564225,-40.08968,-14.7564225,-40.08968
"384","Morro da Caledônia, municipality of Nova Friburgo, RJ, Brazil","","","Morro da Caledônia, municipality of Nova Friburgo, RJ, Brazil",-42.5636,-22.355,-22.28234,-42.53421,-22.28234,-42.53421,-22.2731312,-42.5326592,-22.2731312,-42.5326592
"385","Morro da Caledônia , municipality of Nova Friburgo, RJ, Brazil","","","Morro da Caledônia , municipality of Nova Friburgo, RJ, Brazil",-42.5636,-22.355,-22.28234,-42.53421,-22.28234,-42.53421,-22.2731312,-42.5326592,-22.2731312,-42.5326592
"386","Serra São Bernardo , municipality of Nova Friburgo, RJ, Brazil","","","Serra São Bernardo , municipality of Nova Friburgo, RJ, Brazil",-42.4514,-22.342222,-22.28234,-42.53421,-22.28234,-42.53421,-22.2887261,-42.5340796,-22.2887261,-42.5340796
"387","road to Marmelópolis , municipality of Delfim Moreira, MG, Brazil","","","road to Marmelópolis , municipality of Delfim Moreira, MG, Brazil",-45.2033,-22.544444,-22.5076099999999,-45.2795199999999,-22.5076099999999,-45.2795199999999,-22.4505221,-45.1655282,-22.4505221,-45.1655282
"388","road to Marmelópolis , municipality of Delfim Moreira, MG, Brazil","","","road to Marmelópolis , municipality of Delfim Moreira, MG, Brazil",-45.2033,-22.544444,-22.5076099999999,-45.2795199999999,-22.5076099999999,-45.2795199999999,-22.4505221,-45.1655282,-22.4505221,-45.1655282
"389","Pico do Selado , Monte Verde, municipality of Camanducaia, MG, Brazil","","","Pico do Selado , Monte Verde, municipality of Camanducaia, MG, Brazil",-46.0286,-22.885556,-22.8788499999999,-46.0339999999999,-22.8788499999999,-46.0339999999999,-22.8817673,-46.0243491,-22.8817673,-46.0243491
"390","Pico do Selado , Monte Verde, municipality of Camanducaia, MG, Brazil","","","Pico do Selado , Monte Verde, municipality of Camanducaia, MG, Brazil",-46.0286,-22.885556,-22.8788499999999,-46.0339999999999,-22.8788499999999,-46.0339999999999,-22.8817673,-46.0243491,-22.8817673,-46.0243491
"391","Serra da Vargem Grande , municipality of Divino, MG, Brazil","","","Serra da Vargem Grande , municipality of Divino, MG, Brazil",-42.0714,-20.521111,-19.35038,-43.8234699999999,-19.35038,-43.8234699999999,-20.5,-42.0833333,-20.5,-42.0833333
"392","Serra do Lopo , municipality of Extrema, MG, Brazil","","","Serra do Lopo , municipality of Extrema, MG, Brazil",-46.3175,-22.888056,-22.85392,-46.3183799999999,-22.85392,-46.3183799999999,-22.8451022,-46.3049196,-22.8451022,-46.3049196
"393","Serra do Lopo , municipality of Extrema, MG, Brazil","","","Serra do Lopo , municipality of Extrema, MG, Brazil",-46.3175,-22.888056,-22.85392,-46.3183799999999,-22.85392,-46.3183799999999,-22.8451022,-46.3049196,-22.8451022,-46.3049196
"394","Serra do Lopo , municipality of Extrema, MG, Brazil","","","Serra do Lopo , municipality of Extrema, MG, Brazil",-46.3175,-22.888056,-22.85392,-46.3183799999999,-22.85392,-46.3183799999999,-22.8451022,-46.3049196,-22.8451022,-46.3049196
"395","Registro, municipality of Resende, RJ, Brazil","","","Registro, municipality of Resende, RJ, Brazil",-44.7622,-22.376111,-22.4705299999999,-44.45037,-22.4705299999999,-44.45037,-22.4722561,-44.4649211,-22.4722561,-44.4649211
"396","Registro , municipality of Resende, RJ, Brazil","","","Registro , municipality of Resende, RJ, Brazil",-44.7622,-22.376111,-22.4705299999999,-44.45037,-22.4705299999999,-44.45037,-22.4722561,-44.4649211,-22.4722561,-44.4649211
"397","Registro , municipality of Resende, RJ, Brazil","","","Registro , municipality of Resende, RJ, Brazil",-44.7622,-22.376111,-22.4705299999999,-44.45037,-22.4705299999999,-44.45037,-22.4722561,-44.4649211,-22.4722561,-44.4649211
"398","Pico dos Marins, on the border of Marmelópolis and Piquete municipalities, SP, Brazil","","","Pico dos Marins, on the border of Marmelópolis and Piquete municipalities, SP, Brazil",-45.1322,-22.5,-22.2727715359999,-48.7188652849999,-22.2727715359999,-48.7188652849999,-22.6138536,-45.177103,-22.6138536,-45.177103
"399","Mato Limpo , municipality of Cunha, SP, Brazil","","","Mato Limpo , municipality of Cunha, SP, Brazil",-44.8619,-23.161667,-23.07323,-44.9583,-23.07323,-44.9583,-23.0106935,-44.8961713,-23.0106935,-44.8961713
"400","Ribeirão do Barreiro headwaters, near Fazenda São Miguel, Serra da Bocaina, municipality of São José do Barreiro, SP, Brazil","","","Ribeirão do Barreiro headwaters, near Fazenda São Miguel, Serra da Bocaina, municipality of São José do Barreiro, SP, Brazil",-44.6325,-22.694444,-22.64519,-44.57686,-22.64519,-44.57686,-22.7373155,-44.6157186,-22.7373155,-44.6157186
"401","Ribeirão do Barreiro headwaters , near Fazenda São Miguel, Serra da Bocaina, municipality of São José do Barreiro, SP, Brazil","","","Ribeirão do Barreiro headwaters , near Fazenda São Miguel, Serra da Bocaina, municipality of São José do Barreiro, SP, Brazil",-44.6325,-22.694444,-22.64519,-44.57686,-22.64519,-44.57686,-22.7373155,-44.6157186,-22.7373155,-44.6157186
"402","Ribeirão do Barreiro headwaters , near Fazenda São Miguel, Serra da Bocaina, municipality of São José do Barreiro, SP, Brazil","","","Ribeirão do Barreiro headwaters , near Fazenda São Miguel, Serra da Bocaina, municipality of São José do Barreiro, SP, Brazil",-44.6325,-22.694444,-22.64519,-44.57686,-22.64519,-44.57686,-22.7373155,-44.6157186,-22.7373155,-44.6157186
"403","Ribeirão do Barreiro headwaters , near Fazenda São Miguel, Serra da Bocaina, municipality of São José do Barreiro, SP, Brazil","","","Ribeirão do Barreiro headwaters , near Fazenda São Miguel, Serra da Bocaina, municipality of São José do Barreiro, SP, Brazil",-44.6325,-22.694444,-22.64519,-44.57686,-22.64519,-44.57686,-22.7373155,-44.6157186,-22.7373155,-44.6157186
"404","Serra do Sertão Grande , municipality of Cunha, SP, Brazil","","","Serra do Sertão Grande , municipality of Cunha, SP, Brazil",-45.1269,-23.228333,-23.07323,-44.9583,-23.07323,-44.9583,-23.0106935,-44.8961713,-23.0106935,-44.8961713
"405","Córrego Preto , Bairro Banhado Grande, municipality of Apiaí, SP, Brazil","","","Córrego Preto , Bairro Banhado Grande, municipality of Apiaí, SP, Brazil",-48.6361,-24.397222,-24.51294,-48.84291,-24.51294,-48.84291,-24.5090492,-48.8463899,-24.5090492,-48.8463899
"406","Córrego Preto , Bairro Banhado Grande, municipality of Apiaí, SP, Brazil","","","Córrego Preto , Bairro Banhado Grande, municipality of Apiaí, SP, Brazil",-48.6361,-24.397222,-24.51294,-48.84291,-24.51294,-48.84291,-24.5090492,-48.8463899,-24.5090492,-48.8463899
"407","Córrego Preto , Bairro Banhado Grande, municipality of Apiaí, SP, Brazil","","","Córrego Preto , Bairro Banhado Grande, municipality of Apiaí, SP, Brazil",-48.6361,-24.397222,-24.51294,-48.84291,-24.51294,-48.84291,-24.5090492,-48.8463899,-24.5090492,-48.8463899
"408","Córrego Preto , Bairro Banhado Grande, municipality of Apiaí, SP, Brazil","","","Córrego Preto , Bairro Banhado Grande, municipality of Apiaí, SP, Brazil",-48.6361,-24.397222,-24.51294,-48.84291,-24.51294,-48.84291,-24.5090492,-48.8463899,-24.5090492,-48.8463899
"409","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil","","","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",-49.1728,-24.384167,-24.4725999999999,-49.02462,-24.4725999999999,-49.02462,-24.473261,-49.0244413,-24.473261,-49.0244413
"410","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil","","","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",-49.1728,-24.384167,-24.4725999999999,-49.02462,-24.4725999999999,-49.02462,-24.473261,-49.0244413,-24.473261,-49.0244413
"411","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil","","","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",-49.1728,-24.384167,-24.4725999999999,-49.02462,-24.4725999999999,-49.02462,-24.473261,-49.0244413,-24.473261,-49.0244413
"412","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil","","","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",-49.1728,-24.384167,-24.4725999999999,-49.02462,-24.4725999999999,-49.02462,-24.473261,-49.0244413,-24.473261,-49.0244413
"413","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil","","","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",-49.1728,-24.384167,-24.4725999999999,-49.02462,-24.4725999999999,-49.02462,-24.473261,-49.0244413,-24.473261,-49.0244413
"414","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil","","","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",-49.1728,-24.384167,-24.4725999999999,-49.02462,-24.4725999999999,-49.02462,-24.473261,-49.0244413,-24.473261,-49.0244413
"415","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil","","","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",-49.1728,-24.384167,-24.4725999999999,-49.02462,-24.4725999999999,-49.02462,-24.473261,-49.0244413,-24.473261,-49.0244413
"416","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil","","","Serra do Macaco , municipality of Barra do Chapéu, SP, Brazil",-49.1728,-24.384167,-24.4725999999999,-49.02462,-24.4725999999999,-49.02462,-24.473261,-49.0244413,-24.473261,-49.0244413
"417","Ribeirão Vermelho, near Jurupará dam, municipality of Piedade, SP, Brazil","","","Ribeirão Vermelho, near Jurupará dam, municipality of Piedade, SP, Brazil",-47.4017,-23.946667,-23.7100599999999,-47.4183199999999,-23.7100599999999,-47.4183199999999,-23.716984,-47.4142293,-23.716984,-47.4142293
"418","highway BR 277 – Serra de São Luís do Purunã, municipality of Campo Largo, PR, Brazil","","","highway BR 277 – Serra de São Luís do Purunã, municipality of Campo Largo, PR, Brazil",-49.6428,-25.456944,-25.45445,-49.51455,-25.45445,-49.51455,-25.4499299,-49.6501705,-25.4499299,-49.6501705
"419","Faxina road, São Luis do Purunã, municipality of Balsa Nova, PR, Brazil","","","Faxina road, São Luis do Purunã, municipality of Balsa Nova, PR, Brazil",-49.6914,-25.439722,-25.4695599877599,-49.7103299944244,-25.4695599877599,-49.7103299944244,-25.4426056,-49.6686836,-25.4426056,-49.6686836
"420","Fazenda Galpão das Almas, near RioTibagi headwaters, on the border of Palmeira and Ponta Grossa municipalities, PR, Brazi","","","Fazenda Galpão das Almas, near RioTibagi headwaters, on the border of Palmeira and Ponta Grossa municipalities, PR, Brazi",-49.8472,-25.289722,-23.3182199827015,-53.0684599993138,-23.3182199827015,-53.0684599993138,-25.4197196,-50.000433,-25.4197196,-50.000433
"421","Fazenda Galpão das Almas, near Rio Tibagi headwaters, on the border of Palmeira and Ponta Grossa municipalities, PR, Brazil","","","Fazenda Galpão das Almas, near Rio Tibagi headwaters, on the border of Palmeira and Ponta Grossa municipalities, PR, Brazil",-49.8472,-25.289722,-23.3182199827015,-53.0684599993138,-23.3182199827015,-53.0684599993138,-25.0986781,-50.2021565,-25.0986781,-50.2021565
"422","João 23, municipality of Tunas do Paraná, PR, Brazil","","","João 23, municipality of Tunas do Paraná, PR, Brazil",-48.7908,-24.9875,-24.9754199999999,-49.08448,-24.9754199999999,-49.08448,-24.9731698,-49.0854389,-24.9731698,-49.0854389
"423","Morro do Cal , municipality of Campo Largo, PR, Brazil","","","Morro do Cal , municipality of Campo Largo, PR, Brazil",-49.5528,-25.386944,-25.45445,-49.51455,-25.45445,-49.51455,-25.379849,-49.5533862,-25.379849,-49.5533862
"424","5 km north of São Luis do Purunã , municipality of Campo Largo, PR, Brazil","","","5 km north of São Luis do Purunã , municipality of Campo Largo, PR, Brazil",-49.7164,-25.426667,-25.4695599877599,-49.7103299944244,-25.4695599877599,-49.7103299944244,-25.4637857,-49.7072462,-25.4637857,-49.7072462
"425","Serra da Bocaina , municipality of Bocaiúva do Sul, PR, Brazil","","","Serra da Bocaina , municipality of Bocaiúva do Sul, PR, Brazil",-49.0125,-25.061667,-25.20706,-49.1133199999999,-25.20706,-49.1133199999999,-25.2119883,-49.1123352,-25.2119883,-49.1123352
"426","Serra da Bocaina, municipality of Bocaiúva do Sul, PR, Brazil","","","Serra da Bocaina, municipality of Bocaiúva do Sul, PR, Brazil",-49.0125,-25.061667,-25.20706,-49.1133199999999,-25.20706,-49.1133199999999,-25.2119883,-49.1123352,-25.2119883,-49.1123352
"427","Sítio Curucaca, municipality of Tibagi, PR, Brazil","","","Sítio Curucaca, municipality of Tibagi, PR, Brazil",-50.2414,-24.588056,-24.5149299999999,-50.4117199999999,-24.5149299999999,-50.4117199999999,-24.5146688,-50.4112277,-24.5146688,-50.4112277
"428","Sítio Curucaca, municipality of Tibagi, PR, Brazil","","","Sítio Curucaca, municipality of Tibagi, PR, Brazil",-50.2414,-24.588056,-24.5149299999999,-50.4117199999999,-24.5149299999999,-50.4117199999999,-24.5146688,-50.4112277,-24.5146688,-50.4112277
"429","Viaduto da Santa , BR 277, near Fazenda Thalia, municipality of Balsa Nova, PR, Brazil","","","Viaduto da Santa , BR 277, near Fazenda Thalia, municipality of Balsa Nova, PR, Brazil",-49.655,-25.4725,-25.5862999999999,-49.6320499999999,-25.5862999999999,-49.6320499999999,-25.3688819,-51.4955965,-25.3688819,-51.4955965
"430","Cerro do Leão , Serra da Boa Esperança, municipality of Irati, PR, Brazil","","","Cerro do Leão , Serra da Boa Esperança, municipality of Irati, PR, Brazil",-50.9836,-25.574444,-25.5666699999999,-51.01667,-25.5666699999999,-51.01667,-25.5682069,-51.0090574,-25.5682069,-51.0090574
"431","near Rio Claro headwaters, Serra da Boa Esperança, municipality of Mallet, PR, Brazil","","","near Rio Claro headwaters, Serra da Boa Esperança, municipality of Mallet, PR, Brazil",-51.0078,-25.796944,-25.95167,-50.6811099999999,-25.95167,-50.6811099999999,-25.2520888,-52.0215415,-25.2520888,-52.0215415
"432","highway BR 153, municipality of General Carneiro, PR, Brazil","","","highway BR 153, municipality of General Carneiro, PR, Brazil",-51.4181,-26.536389,-26.5316628896189,-51.3733727425229,-26.5316628896189,-51.3733727425229,-24.6350644,-50.4609837,-24.6350644,-50.4609837
"433","Bugre, municipality of Balsa Nova, PR, Brazil","","","Bugre, municipality of Balsa Nova, PR, Brazil",-49.6522,-25.485,-25.4988449953957,-49.6221799913897,-25.4988449953957,-49.6221799913897,-25.4919463,-49.61067,-25.4919463,-49.61067
"434","Capivari Grande, Serra do Capivari, on the border of Antonina and Campina Grande do Sul municipalities","","","Capivari Grande, Serra do Capivari, on the border of Antonina and Campina Grande do Sul municipalities",-48.8208,-25.1325,-29.1777299999999,-51.53169,-29.1777299999999,-51.53169,-25.3642418,-49.101878,-25.3642418,-49.101878
"435","Coqueiro, municipality of Campina Grande do Sul, PR, Brazil","","","Coqueiro, municipality of Campina Grande do Sul, PR, Brazil",-48.6533,-25.117222,-25.3066299999999,-49.0527,-25.3066299999999,-49.0527,-25.3642418,-49.101878,-25.3642418,-49.101878
"436","Coqueiro, municipality of Campina Grande do Sul, PR, Brazil","","","Coqueiro, municipality of Campina Grande do Sul, PR, Brazil",-48.6533,-25.117222,-25.3066299999999,-49.0527,-25.3066299999999,-49.0527,-25.3642418,-49.101878,-25.3642418,-49.101878
"437","Corvo, Serra da Graciosa, municipality of Quatro Barras, PR, Brazil","","","Corvo, Serra da Graciosa, municipality of Quatro Barras, PR, Brazil",-48.9175,-25.339167,-25.3677,-49.07435,-25.3677,-49.07435,-25.3663889,-48.9144444,-25.3663889,-48.9144444
"438","Corvo, Serra da Graciosa, municipality of Quatro Barras, PR, Brazil","","","Corvo, Serra da Graciosa, municipality of Quatro Barras, PR, Brazil",-48.9175,-25.339167,-25.3677,-49.07435,-25.3677,-49.07435,-25.3663889,-48.9144444,-25.3663889,-48.9144444
"439","Fazenda Primavera, on the border of Adrianópolis and Tunas do Paraná municipalities, PR, Brazil","","","Fazenda Primavera, on the border of Adrianópolis and Tunas do Paraná municipalities, PR, Brazil",-48.7411,-24.866944,-24.9763199999999,-49.0835999999999,-24.9763199999999,-49.0835999999999,-24.9731698,-49.0854389,-24.9731698,-49.0854389
"440","Fazenda Primavera, on the border of Adrianópolis and Tunas do Paraná municipalities, PR, Brazil","","","Fazenda Primavera, on the border of Adrianópolis and Tunas do Paraná municipalities, PR, Brazil",-48.7411,-24.866944,-24.9763199999999,-49.0835999999999,-24.9763199999999,-49.0835999999999,-24.9731698,-49.0854389,-24.9731698,-49.0854389
"441","Fazenda Primavera, on the border of Adrianópolis and Tunas do Paraná municipalities, PR, Brazil","","","Fazenda Primavera, on the border of Adrianópolis and Tunas do Paraná municipalities, PR, Brazil",-48.7411,-24.866944,-24.9763199999999,-49.0835999999999,-24.9763199999999,-49.0835999999999,-24.9731698,-49.0854389,-24.9731698,-49.0854389
"442","João 23, municipality of Tunas do Paraná, PR, Brazil","","","João 23, municipality of Tunas do Paraná, PR, Brazil",-48.7908,-24.9875,-24.9754199999999,-49.08448,-24.9754199999999,-49.08448,-24.9731698,-49.0854389,-24.9731698,-49.0854389
"443","Mananciais da Serra, municipality of Piraquara, PR, Brazil","","","Mananciais da Serra, municipality of Piraquara, PR, Brazil",-48.9725,-25.481944,-25.50803,-49.02563,-25.50803,-49.02563,-25.5079793,-49.0254292,-25.5079793,-49.0254292
"444","Morro do Cristo municipality of Balsa Nova, PR, Brazil","","","Morro do Cristo municipality of Balsa Nova, PR, Brazil",-49.6389,-25.473333,-25.5862999999999,-49.6320499999999,-25.5862999999999,-49.6320499999999,-25.5831969,-49.6324409,-25.5831969,-49.6324409
"445","Morro dos Perdidos, municipality of Guaratuba, PR, Brazil","","","Morro dos Perdidos, municipality of Guaratuba, PR, Brazil",-48.9569,-25.890833,-25.8903,-48.9568399999999,-25.8903,-48.9568399999999,-25.8902778,-48.9569444,-25.8902778,-48.9569444
"446","Morro dos Perdidos, municipality of Guaratuba, PR, Brazil","","","Morro dos Perdidos, municipality of Guaratuba, PR, Brazil",-48.9569,-25.890833,-25.8903,-48.9568399999999,-25.8903,-48.9568399999999,-25.8902778,-48.9569444,-25.8902778,-48.9569444
"447","Morro dos Perdidos, municipality of Guaratuba, PR, Brazil","","","Morro dos Perdidos, municipality of Guaratuba, PR, Brazil",-48.9569,-25.890833,-25.8903,-48.9568399999999,-25.8903,-48.9568399999999,-25.8902778,-48.9569444,-25.8902778,-48.9569444
"448","Morro dos Perdidos, municipality of Guaratuba, PR, Brazil","","","Morro dos Perdidos, municipality of Guaratuba, PR, Brazil",-48.9569,-25.890833,-25.8903,-48.9568399999999,-25.8903,-48.9568399999999,-25.8902778,-48.9569444,-25.8902778,-48.9569444
"449","Morro dos Perdidos, municipality of Guaratuba, PR, Brazil","","","Morro dos Perdidos, municipality of Guaratuba, PR, Brazil",-48.9569,-25.890833,-25.8903,-48.9568399999999,-25.8903,-48.9568399999999,-25.8902778,-48.9569444,-25.8902778,-48.9569444
"450","Morro dos Perdidos, municipality of Guaratuba, PR, Brazil","","","Morro dos Perdidos, municipality of Guaratuba, PR, Brazil",-48.9569,-25.890833,-25.8903,-48.9568399999999,-25.8903,-48.9568399999999,-25.8902778,-48.9569444,-25.8902778,-48.9569444
"451","near Rio Claro headwaters, Serra da Boa Esperança, municipality of Mallet, PR, Brazil","","","near Rio Claro headwaters, Serra da Boa Esperança, municipality of Mallet, PR, Brazil",-51.0078,-25.796944,-25.95167,-50.6811099999999,-25.95167,-50.6811099999999,-25.2520888,-52.0215415,-25.2520888,-52.0215415
"452","Rio Saracura, Cerro das Flores, municipality of Bocaiúva do Sul, PR, Brazil","","","Rio Saracura, Cerro das Flores, municipality of Bocaiúva do Sul, PR, Brazil",-48.7944,-25.039444,-25.20706,-49.1133199999999,-25.20706,-49.1133199999999,-25.2119883,-49.1123352,-25.2119883,-49.1123352
"453","Torre da Prata, Serra da Prata, on the border of Guaratuba and Morretes municipalities PR, Brazil","","","Torre da Prata, Serra da Prata, on the border of Guaratuba and Morretes municipalities PR, Brazil",-48.6914,-25.623611,-24.6350296919999,-51.615577377,-24.6350296919999,-51.615577377,-25.4789398,-48.833167,-25.4789398,-48.833167
"454","Cerro do Galo, municipality of Porto União, SC, Brazil","","","Cerro do Galo, municipality of Porto União, SC, Brazil",-51.0975,-26.435,-26.24177,-51.07521,-26.24177,-51.07521,-26.2347858,-51.083863,-26.2347858,-51.083863
"455","Cerro do Galo, municipality of Porto União, SC, Brazil","","","Cerro do Galo, municipality of Porto União, SC, Brazil",-51.0975,-26.435,-26.24177,-51.07521,-26.24177,-51.07521,-26.2347858,-51.083863,-26.2347858,-51.083863
"456","Córrego Saltinho, Fazenda Serraria Grande, municipality of Caçador, SC, Brazil","","","Córrego Saltinho, Fazenda Serraria Grande, municipality of Caçador, SC, Brazil",-51.3203,-26.718333,-26.7751699999999,-51.0169799999999,-26.7751699999999,-51.0169799999999,-26.7829927,-50.9980996,-26.7829927,-50.9980996
"457","Fazenda Cerro Verde, municipality of São Cristovão do Sul, SC, Brazil","","","Fazenda Cerro Verde, municipality of São Cristovão do Sul, SC, Brazil",-50.2997,-27.285556,-27.26588,-50.44278,-27.26588,-50.44278,-27.3018074,-50.3037131,-27.3018074,-50.3037131
"458","Fazenda Papagaio, municipality of Bom Jardim da Serra, SC, Brazil","","","Fazenda Papagaio, municipality of Bom Jardim da Serra, SC, Brazil",-49.6547,-28.568611,-28.3403299999999,-49.6245699999999,-28.3403299999999,-49.6245699999999,-28.3403359,-49.6247418,-28.3403359,-49.6247418
"459","Fazenda Papagaio, municipality of Bom Jardim da Serra, SC, Brazil","","","Fazenda Papagaio, municipality of Bom Jardim da Serra, SC, Brazil",-49.6547,-28.568611,-28.3403299999999,-49.6245699999999,-28.3403299999999,-49.6245699999999,-28.3403359,-49.6247418,-28.3403359,-49.6247418
"460","Fazenda São Pedro, municipality of Calmon, SC, Brazil","","","Fazenda São Pedro, municipality of Calmon, SC, Brazil",-50.8969,-26.563333,-26.60131,-51.0989099999999,-26.60131,-51.0989099999999,-26.6027056,-51.1009978,-26.6027056,-51.1009978
"461","Fazenda São Roque, municipality of Santa Cecília, SC, Brazil","","","Fazenda São Roque, municipality of Santa Cecília, SC, Brazil",-50.5092,-26.695833,-26.9644299999999,-50.4178499999999,-26.9644299999999,-50.4178499999999,-26.9559273,-50.4233907,-26.9559273,-50.4233907
"462","Morro do Baú, municipality of Ilhota, SC, Brazil","","","Morro do Baú, municipality of Ilhota, SC, Brazil",-48.9322,-26.799444,-26.9009599999999,-48.82413,-26.9009599999999,-48.82413,-26.7833333,-48.9166667,-26.7833333,-48.9166667
"463","Morro do Funil, Serra Geral, on the boundary of Mirim Doce, Otacílio Costa, Ponte Alta, and Pouso Redondo municipalities, SC, Brazil","","","Morro do Funil, Serra Geral, on the boundary of Mirim Doce, Otacílio Costa, Ponte Alta, and Pouso Redondo municipalities, SC, Brazil",-50.1286,-27.273611,-27.2462763359999,-50.4870431209999,-27.2462763359999,-50.4870431209999,-27.2010683,-50.0681304,-27.2010683,-50.0681304
